,ST_ABBR,COUNTY,FIPS,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,EP_AFAM,EP_HISP,EP_ASIAN,EP_AIAN,geometry
1281,IL,Cook,17031838300,0.1964,0.0059,0.6723,0.9559,23.7,4.0,18.5,0.0,"POLYGON ((-87.64321999999999 41.90371600000003, -87.63955099999998 41.90377300000006, -87.63836999999995 41.903793000000064, -87.63744499999996 41.90380400000004, -87.63701599999996 41.903811000000076, -87.63447799999994 41.903853000000026, -87.63444199999998 41.90288400000003, -87.63438199999996 41.90132500000004, -87.63435399999997 41.90054300000003, -87.63429099999996 41.898982000000046, -87.63726199999996 41.89894400000003, -87.63998399999997 41.89890500000007, -87.64004399999999 41.900468000000046, -87.64309199999997 41.90041300000007, -87.64321999999999 41.90371600000003))"
1282,IL,Cook,17031838600,0.966,0.8814,0.9713,0.9952,82.2,12.1,0.0,0.0,"POLYGON ((-87.70575599999995 41.86913300000003, -87.70331699999997 41.86916300000007, -87.70086899999995 41.86918900000006, -87.69597899999997 41.869233000000065, -87.69597199999998 41.86890200000005, -87.69590699999998 41.86651100000006, -87.70078799999999 41.86645600000003, -87.70316299999996 41.86643000000004, -87.70322899999996 41.86643000000004, -87.70444599999996 41.86642200000006, -87.70566899999994 41.86640500000004, -87.70575599999995 41.86913300000003))"
1283,IL,Cook,17031838700,0.9677,0.9864,0.9746,0.639,83.9,14.2,0.0,0.0,"POLYGON ((-87.72516999999993 41.86617200000006, -87.72151599999995 41.86622200000005, -87.72012299999994 41.86624000000006, -87.71663499999994 41.86628500000006, -87.71542099999994 41.86629000000005, -87.71536599999996 41.86446700000005, -87.71530899999999 41.862542000000076, -87.71530499999994 41.86239800000004, -87.71526099999994 41.86080300000003, -87.71520599999997 41.858974000000046, -87.71642599999996 41.85895900000003, -87.71766199999996 41.85894600000006, -87.71888199999995 41.85893100000004, -87.72006599999997 41.858921000000066, -87.72125499999999 41.858907000000045, -87.72248899999994 41.85889400000008, -87.72495499999997 41.85886800000003, -87.72500999999994 41.86069500000008, -87.72506099999998 41.862524000000064, -87.72516999999993 41.86617200000006))"
1284,IL,Cook,17031838800,0.8798,0.9854,0.9672,0.4006,60.4,36.3,0.0,0.0,"POLYGON ((-87.60193599999997 41.68474200000003, -87.60160099999996 41.68613800000003, -87.59828999999996 41.692368000000045, -87.59323899999998 41.70117000000005, -87.59192799999994 41.703134000000034, -87.58707199999998 41.706574000000046, -87.58729999999997 41.70775000000003, -87.58605099999994 41.70776500000005, -87.57366299999995 41.707966000000056, -87.56872799999996 41.70803700000005, -87.56692699999996 41.70806600000003, -87.56571899999994 41.70808500000004, -87.56451099999998 41.70810300000005, -87.55966199999995 41.70816800000006, -87.55964499999999 41.70639900000003, -87.55960299999998 41.702777000000026, -87.55820599999998 41.70277200000004, -87.55491199999994 41.70276700000005, -87.54586699999999 41.70276700000005, -87.54554899999994 41.70276700000005, -87.54382299999997 41.70276300000006, -87.54519699999997 41.70088500000003, -87.54516099999995 41.695463000000075, -87.54518999999999 41.68820800000003, -87.54512899999997 41.68273300000004, -87.54512799999998 41.673826000000076, -87.54643499999997 41.66801700000008, -87.54628799999995 41.66111700000005, -87.54563599999994 41.65995400000003, -87.54459399999996 41.65911500000004, -87.54954199999997 41.66193300000003, -87.55244899999997 41.663895000000025, -87.55640799999998 41.67034700000005, -87.55771899999996 41.66935600000005, -87.55925699999995 41.66897000000006, -87.55921199999995 41.66744700000004, -87.55886899999996 41.666176000000064, -87.55889599999995 41.66117200000008, -87.55928599999999 41.659189000000026, -87.57193699999993 41.65919700000006, -87.58138699999995 41.659212000000025, -87.58714999999995 41.66037700000004, -87.58927799999998 41.66038800000007, -87.60019499999999 41.673091000000056, -87.60113399999994 41.67456200000004, -87.60173299999997 41.676896000000056, -87.60194799999994 41.68405500000006, -87.60193599999997 41.68474200000003))"
1285,IL,Cook,17031839000,0.3192,0.0206,0.5949,0.9343,9.1,12.4,15.3,0.4,"POLYGON ((-87.63603499999994 41.87444800000003, -87.63362899999998 41.87448100000006, -87.63312199999996 41.87448800000004, -87.63305599999995 41.87448800000004, -87.63067499999994 41.87452200000007, -87.62966899999998 41.87453400000004, -87.62754499999994 41.87455200000005, -87.62754099999995 41.87437300000005, -87.62748199999999 41.87309300000004, -87.62746899999996 41.87230400000004, -87.62739899999997 41.869237000000055, -87.62733799999995 41.867477000000065, -87.62749899999994 41.86747400000007, -87.63043699999997 41.867432000000065, -87.63155199999994 41.86742700000008, -87.63478999999995 41.867364000000066, -87.63548899999995 41.87202000000008, -87.63603499999994 41.87444800000003))"
1286,IL,Cook,17031839100,0.312,0.01,0.662,0.9957,9.4,10.2,26.6,0.1,"POLYGON ((-87.63824799999998 41.881898000000035, -87.63816099999997 41.88319000000007, -87.63786399999998 41.884874000000025, -87.63777799999997 41.885722000000044, -87.63768499999998 41.88645600000007, -87.63581299999998 41.88737800000007, -87.63544499999995 41.887425000000064, -87.63397099999997 41.88751300000007, -87.63249899999994 41.887511000000075, -87.62953699999997 41.887508000000025, -87.62800399999998 41.88750600000003, -87.62791099999998 41.884491000000025, -87.62786999999997 41.883218000000056, -87.62780599999996 41.88204200000007, -87.62770999999998 41.879462000000046, -87.62767699999995 41.87817600000005, -87.62765199999996 41.87693000000007, -87.62754499999994 41.87455200000005, -87.62966899999998 41.87453400000004, -87.63067499999994 41.87452200000007, -87.63305599999995 41.87448800000004, -87.63312199999996 41.87448800000004, -87.63362899999998 41.87448100000006, -87.63603499999994 41.87444800000003, -87.63617099999999 41.874903000000074, -87.63737699999996 41.87679900000006, -87.63808499999999 41.879335000000026, -87.63825299999996 41.88060400000006, -87.63824799999998 41.881898000000035))"
1287,IL,Cook,17031839200,0.7295,0.4371,0.8898,0.8908,55.8,2.4,15.5,0.0,"POLYGON ((-87.62696099999994 41.84558500000003, -87.62626499999999 41.84559800000005, -87.62339199999997 41.845642000000055, -87.62213799999995 41.845660000000066, -87.62048099999998 41.84568500000006, -87.61886399999997 41.845710000000054, -87.61767099999997 41.84572300000008, -87.61729899999995 41.845668000000046, -87.61723899999998 41.84342700000008, -87.61720299999996 41.84207200000003, -87.61717899999996 41.841184000000055, -87.61713399999996 41.83943500000004, -87.61712299999994 41.838423000000034, -87.61746699999998 41.838419000000044, -87.61826899999994 41.83840900000007, -87.62063599999999 41.83838100000003, -87.62192499999998 41.83836500000007, -87.62267899999995 41.83835400000004, -87.62344299999995 41.83834500000006, -87.62603199999995 41.838310000000035, -87.62677299999996 41.83830100000006, -87.62696099999994 41.84558500000003))"
1288,IL,Cook,17031839500,0.7545,0.764,0.8597,0.7454,53.7,13.8,4.2,0.0,"POLYGON ((-87.62254599999994 41.83289300000007, -87.62180099999995 41.83290200000005, -87.62183999999996 41.834718000000066, -87.62187899999998 41.836497000000065, -87.62062299999997 41.836554000000035, -87.61944399999999 41.83656800000006, -87.61822899999999 41.836583000000076, -87.61826899999994 41.83840900000007, -87.61746699999998 41.838419000000044, -87.61712299999994 41.838423000000034, -87.61705299999994 41.834767000000056, -87.61701899999997 41.83361600000006, -87.61696699999999 41.83110000000005, -87.61731199999997 41.83113100000003, -87.61840599999994 41.83109100000007, -87.62055099999998 41.831071000000065, -87.62176399999998 41.83105900000004, -87.62250599999999 41.83105200000006, -87.62254599999994 41.83289300000007))"
1289,IL,Cook,17031839600,0.822,0.8697,0.9482,0.8232,85.2,8.9,0.0,0.0,"POLYGON ((-87.62176399999998 41.83105900000004, -87.62055099999998 41.831071000000065, -87.61840599999994 41.83109100000007, -87.61731199999997 41.83113100000003, -87.61696699999999 41.83110000000005, -87.61687299999994 41.83039000000008, -87.61681199999998 41.82748000000004, -87.61673199999996 41.82383800000008, -87.61699699999997 41.82383400000003, -87.61725899999999 41.823830000000044, -87.61821399999997 41.823817000000076, -87.61917799999998 41.82380500000005, -87.62039499999997 41.82379000000003, -87.62160199999994 41.82377500000007, -87.62168199999996 41.82741100000004, -87.62176399999998 41.83105900000004))"
1290,IL,Cook,17031839700,0.7334,0.3522,0.784,0.4637,1.2,36.8,28.3,0.4,"POLYGON ((-87.66185599999994 41.83785700000004, -87.66084999999998 41.837848000000065, -87.66034299999995 41.835698000000036, -87.65594599999997 41.83518800000007, -87.65351399999997 41.835226000000034, -87.65290399999998 41.83523800000006, -87.65107399999994 41.835271000000034, -87.65106299999997 41.83476600000006, -87.64862799999997 41.83479700000004, -87.64620199999996 41.83483000000007, -87.64619399999998 41.834399000000076, -87.64375699999994 41.83443200000005, -87.64367299999998 41.83078100000006, -87.64610599999997 41.83075000000008, -87.64854099999997 41.830719000000045, -87.65339199999994 41.83065300000004, -87.65572799999995 41.83062000000007, -87.65732599999996 41.83060100000006, -87.65737099999996 41.83123000000006, -87.66171099999997 41.83537700000005, -87.66185599999994 41.83785700000004))"
1291,IL,Cook,17031839800,0.8115,0.3952,0.6611,0.5258,2.8,20.1,24.9,0.0,"POLYGON ((-87.64627799999994 41.83804600000008, -87.64384799999993 41.83807600000006, -87.64203899999995 41.83809700000006, -87.64141599999994 41.838107000000036, -87.64136799999994 41.83628500000003, -87.64013699999998 41.835893000000056, -87.64009799999997 41.83448000000004, -87.64132499999994 41.834464000000025, -87.64123499999994 41.83081500000003, -87.64367299999998 41.83078100000006, -87.64375699999994 41.83443200000005, -87.64619399999998 41.834399000000076, -87.64620199999996 41.83483000000007, -87.64627799999994 41.83804600000008))"
1292,IL,Cook,17031839900,0.5535,0.2722,0.6684,0.4636,1.5,27.3,18.7,0.0,"POLYGON ((-87.65732599999996 41.83060100000006, -87.65572799999995 41.83062000000007, -87.65339199999994 41.83065300000004, -87.64854099999997 41.830719000000045, -87.64610599999997 41.83075000000008, -87.64367299999998 41.83078100000006, -87.64123499999994 41.83081500000003, -87.64001599999995 41.830831000000046, -87.63996999999995 41.829008000000044, -87.63996099999997 41.828621000000055, -87.63992499999995 41.82718300000005, -87.63988199999994 41.82536100000004, -87.63986099999994 41.823995000000025, -87.63984099999999 41.82353900000004, -87.64592799999997 41.82345900000007, -87.65078699999998 41.82339300000007, -87.65597999999994 41.823316000000034, -87.65743899999995 41.82488500000005, -87.65732599999996 41.83060100000006))"
1293,IL,Cook,17031840000,0.5369,0.6205,0.7504,0.3479,0.9,15.8,44.7,0.0,"POLYGON ((-87.64141599999994 41.838107000000036, -87.63637599999998 41.83817300000004, -87.63614399999994 41.838175000000035, -87.63588999999996 41.83453500000007, -87.63613899999996 41.834532000000024, -87.63642999999996 41.834528000000034, -87.63625099999996 41.83088100000003, -87.63635399999998 41.82358300000004, -87.63984099999999 41.82353900000004, -87.63986099999994 41.823995000000025, -87.63988199999994 41.82536100000004, -87.63992499999995 41.82718300000005, -87.63996099999997 41.828621000000055, -87.63996999999995 41.829008000000044, -87.64001599999995 41.830831000000046, -87.64123499999994 41.83081500000003, -87.64132499999994 41.834464000000025, -87.64009799999997 41.83448000000004, -87.64013699999998 41.835893000000056, -87.64136799999994 41.83628500000003, -87.64141599999994 41.838107000000036))"
1294,IL,Cook,17031840100,0.8027,0.301,0.8103,0.656,0.1,9.4,60.7,0.0,"POLYGON ((-87.64159999999998 41.84630100000004, -87.63972799999999 41.846299000000045, -87.63834999999995 41.84593000000007, -87.63833599999998 41.84543600000006, -87.63829099999998 41.84361700000005, -87.63651199999998 41.84364300000004, -87.63646499999999 41.84181300000006, -87.63637599999998 41.83817300000004, -87.64141599999994 41.838107000000036, -87.64145799999994 41.83993000000004, -87.64149699999996 41.84175000000005, -87.64157999999998 41.84539300000006, -87.64159999999998 41.84630100000004))"
1295,IL,Cook,17031840200,0.789,0.7622,0.8513,0.7047,0.6,16.1,61.8,0.0,"POLYGON ((-87.65804299999996 41.84772400000003, -87.65640699999994 41.848262000000034, -87.64990099999994 41.84826400000003, -87.64967799999994 41.84827900000005, -87.64647299999996 41.84919000000008, -87.64441999999997 41.84941100000003, -87.64416099999994 41.84943700000008, -87.64395799999994 41.84947100000005, -87.64343599999995 41.84869200000003, -87.64154599999995 41.84723800000006, -87.64159999999998 41.84630100000004, -87.64157999999998 41.84539300000006, -87.64402299999995 41.84535900000003, -87.64644899999996 41.845327000000054, -87.64643099999995 41.84451300000006, -87.64641199999994 41.84350900000004, -87.64636899999994 41.841657000000055, -87.64627799999994 41.83804600000008, -87.64809999999994 41.838021000000026, -87.64870499999995 41.838013000000046, -87.64940799999994 41.83800500000007, -87.65151699999996 41.840456000000074, -87.65237199999996 41.84144700000007, -87.65412599999996 41.84349400000008, -87.65669299999996 41.84650800000003, -87.65780099999995 41.84750500000007, -87.65804299999996 41.84772400000003))"
1296,IL,Cook,17031840300,0.834,0.4738,0.9145,0.7116,2.6,54.9,33.2,0.0,"POLYGON ((-87.68744899999996 41.834632000000056, -87.68457399999994 41.83555000000007, -87.68000399999994 41.83693100000005, -87.67794899999996 41.83711900000003, -87.67544099999998 41.83716300000003, -87.67537599999997 41.83402300000006, -87.67531399999996 41.83181900000005, -87.67527999999999 41.83039000000008, -87.67650099999997 41.830377000000055, -87.67772099999996 41.83036400000003, -87.68445899999995 41.83028900000005, -87.68434899999994 41.826284000000044, -87.68423999999999 41.823000000000036, -87.68607999999995 41.82295600000003, -87.68666799999994 41.82488600000005, -87.68619099999995 41.82517800000005, -87.68694499999998 41.82663300000007, -87.68728599999997 41.827671000000066, -87.68735499999997 41.830238000000065, -87.68740799999995 41.832035000000076, -87.68744899999996 41.834632000000056))"
1297,IL,Cook,17031840400,0.8994,0.4231,0.8766,0.6971,0.0,39.3,45.3,0.0,"POLYGON ((-87.67544099999998 41.83716300000003, -87.67056199999996 41.83728700000006, -87.66744499999999 41.837645000000066, -87.66425099999998 41.83920600000005, -87.66396099999997 41.838752000000056, -87.66333999999995 41.837784000000056, -87.66315699999996 41.83721700000007, -87.66171099999997 41.83537700000005, -87.65737099999996 41.83123000000006, -87.65732599999996 41.83060100000006, -87.66556799999995 41.83050100000003, -87.66673599999996 41.83048800000006, -87.66795299999995 41.83047400000004, -87.66917699999999 41.830459000000076, -87.67039899999997 41.83044700000005, -87.67406099999994 41.830404000000044, -87.67527999999999 41.83039000000008, -87.67531399999996 41.83181900000005, -87.67537599999997 41.83402300000006, -87.67544099999998 41.83716300000003))"
1298,IL,Cook,17031840700,0.7949,0.5987,0.864,0.7148,1.5,78.3,1.5,0.0,"POLYGON ((-87.69921299999999 41.85550500000005, -87.69556899999998 41.855552000000046, -87.69555799999995 41.85524000000004, -87.69312899999994 41.85578200000003, -87.69108599999998 41.85625900000008, -87.69069599999995 41.85635400000007, -87.68817099999995 41.85691500000007, -87.68813499999999 41.855691000000036, -87.68802699999998 41.85385700000006, -87.68795199999994 41.852009000000066, -87.69054299999999 41.851969000000054, -87.69299399999994 41.85193600000008, -87.69544599999995 41.85190200000005, -87.69539799999995 41.85008000000005, -87.69537099999997 41.84917200000007, -87.69534499999997 41.84826400000003, -87.69533299999995 41.847883000000024, -87.69856099999998 41.847841000000074, -87.69898299999994 41.848231000000055, -87.69903799999997 41.85003100000006, -87.69908899999996 41.85185300000006, -87.69921299999999 41.85550500000005))"
1299,IL,Cook,17031840800,0.9872,0.829,0.9769,0.4519,1.0,97.3,0.0,0.0,"POLYGON ((-87.70990999999998 41.84445000000005, -87.70625599999994 41.84450100000004, -87.70503999999994 41.84451800000005, -87.70498399999997 41.842697000000044, -87.70492999999999 41.840877000000035, -87.70487399999996 41.839057000000025, -87.70482299999998 41.837233000000026, -87.70727699999998 41.837184000000036, -87.70909899999998 41.83715600000005, -87.70971399999996 41.83714500000008, -87.70981099999995 41.84079800000006, -87.70986199999999 41.84262300000006, -87.70989999999995 41.84399700000006, -87.70990999999998 41.84445000000005))"
1300,IL,Cook,17031841000,0.289,0.7551,0.7917,0.5602,37.6,4.3,24.4,0.0,"POLYGON ((-87.62922299999997 41.84782700000005, -87.62935199999998 41.85295200000007, -87.62708999999995 41.85294300000004, -87.62636299999997 41.85291500000005, -87.62227899999993 41.85296200000005, -87.62066599999997 41.85298300000005, -87.61904099999998 41.85300200000006, -87.61757699999998 41.85301100000004, -87.61810399999996 41.85105800000008, -87.61894199999995 41.85085500000008, -87.61900999999995 41.85021300000005, -87.61774299999996 41.84817600000008, -87.61489599999999 41.84830500000004, -87.61018079499996 41.84986854700003, -87.60945212299998 41.84524646400007, -87.61479999999995 41.84508000000005, -87.61623799999995 41.845200000000034, -87.61729899999995 41.845668000000046, -87.61767099999997 41.84572300000008, -87.61886399999997 41.845710000000054, -87.62048099999998 41.84568500000006, -87.62213799999995 41.845660000000066, -87.62339199999997 41.845642000000055, -87.62626499999999 41.84559800000005, -87.62696099999994 41.84558500000003, -87.62916799999994 41.84555700000004, -87.62937299999999 41.84706300000005, -87.62922299999997 41.84782700000005))"
1301,IL,Cook,17031841100,0.7864,0.8911,0.9026,0.8354,1.4,2.4,84.9,0.0,"POLYGON ((-87.64395799999994 41.84947100000005, -87.64270699999997 41.849905000000035, -87.64250799999996 41.85002100000003, -87.64046099999996 41.852715000000046, -87.63916399999994 41.854367000000025, -87.63561999999996 41.85666800000007, -87.63515699999994 41.85768500000006, -87.63513099999994 41.857759000000044, -87.63022599999994 41.85777900000005, -87.63019699999995 41.85658600000005, -87.63015799999994 41.85512200000005, -87.63006799999994 41.852941000000044, -87.62935199999998 41.85295200000007, -87.62922299999997 41.84782700000005, -87.62937299999999 41.84706300000005, -87.62916799999994 41.84555700000004, -87.62994899999995 41.845544000000075, -87.63428299999998 41.84550200000007, -87.63463099999996 41.84639600000003, -87.63672399999996 41.84637200000003, -87.63834999999995 41.84593000000007, -87.63972799999999 41.846299000000045, -87.64159999999998 41.84630100000004, -87.64154599999995 41.84723800000006, -87.64343599999995 41.84869200000003, -87.64395799999994 41.84947100000005))"
1302,IL,Cook,17031841200,0.7058,0.7987,0.8831,0.3891,5.6,76.4,3.1,0.3,"POLYGON ((-87.68821699999995 41.85933700000004, -87.68583399999994 41.85936600000008, -87.68216999999999 41.85876300000007, -87.67849099999995 41.85894200000007, -87.67845499999999 41.85848400000003, -87.67841699999997 41.85672200000005, -87.67838199999994 41.85534300000006, -87.67836899999998 41.85489300000006, -87.67835699999995 41.85453400000006, -87.67831799999999 41.85306000000003, -87.67829299999994 41.85213700000003, -87.68074299999995 41.85209900000007, -87.68318799999997 41.852062000000046, -87.68563999999998 41.852032000000065, -87.68795199999994 41.852009000000066, -87.68802699999998 41.85385700000006, -87.68813499999999 41.855691000000036, -87.68817099999995 41.85691500000007, -87.68821699999995 41.85933700000004))"
1303,IL,Cook,17031841300,0.8058,0.4778,0.8588,0.6957,2.9,72.0,2.9,0.0,"POLYGON ((-87.68795199999994 41.852009000000066, -87.68563999999998 41.852032000000065, -87.68318799999997 41.852062000000046, -87.68074299999995 41.85209900000007, -87.67829299999994 41.85213700000003, -87.67824499999995 41.85032300000006, -87.67822099999995 41.84942500000005, -87.67814499999997 41.846715000000074, -87.67806399999995 41.84326800000008, -87.67814399999997 41.842494000000045, -87.67783199999997 41.84199000000007, -87.67807499999998 41.840419000000054, -87.67815199999995 41.838055000000054, -87.67794899999996 41.83711900000003, -87.68000399999994 41.83693100000005, -87.68457399999994 41.83555000000007, -87.68744899999996 41.834632000000056, -87.68751099999997 41.83647700000006, -87.68761699999999 41.83761000000004, -87.68761699999999 41.83818900000006, -87.68744199999998 41.84364000000005, -87.68761499999994 41.844794000000036, -87.68790499999994 41.85018300000007, -87.68795199999994 41.852009000000066))"
1304,IL,Cook,17031841500,0.919,0.7009,0.9811,0.8269,95.1,3.1,0.5,0.0,"POLYGON ((-87.71054299999997 41.86634900000007, -87.70810199999994 41.86637900000005, -87.70566899999994 41.86640500000004, -87.70556099999999 41.86263100000008, -87.70555699999994 41.86251000000004, -87.70545599999997 41.85908400000005, -87.70293899999996 41.85884100000004, -87.70542999999998 41.85797800000006, -87.70784599999996 41.85711100000003, -87.71025599999996 41.85627100000005, -87.71028299999995 41.85719300000005, -87.71033299999993 41.85902500000003, -87.71038699999997 41.86086300000005, -87.71043299999997 41.86245400000007, -87.71043499999996 41.86256100000003, -87.71050899999994 41.865196000000026, -87.71054299999997 41.86634900000007))"
1305,IL,Cook,17031841700,0.9956,0.8998,0.9306,0.7103,49.8,42.5,0.0,0.0,"POLYGON ((-87.71110099999999 41.85354200000006, -87.71017799999998 41.853549000000044, -87.70895699999994 41.85356000000007, -87.70530699999995 41.85358700000006, -87.70287699999994 41.85380200000003, -87.70292899999998 41.85545100000007, -87.69921299999999 41.85550500000005, -87.69908899999996 41.85185300000006, -87.70036399999998 41.85183800000004, -87.70158099999998 41.85181800000004, -87.70281299999994 41.85179900000003, -87.70525499999997 41.85176500000006, -87.70768899999996 41.85173600000007, -87.71012799999994 41.851706000000036, -87.71114299999994 41.851991000000055, -87.71110099999999 41.85354200000006))"
1306,IL,Cook,17031841800,0.8371,0.9233,0.9848,0.6101,94.8,3.2,0.0,0.0,"POLYGON ((-87.60576899999995 41.77314100000007, -87.60090199999996 41.77318800000006, -87.59786299999996 41.77321800000004, -87.59604099999996 41.773236000000054, -87.59291399999995 41.77326800000003, -87.59222099999994 41.77327500000007, -87.59284499999995 41.77056500000003, -87.59211499999998 41.77056600000003, -87.59227699999997 41.76981200000006, -87.59244499999994 41.76601100000005, -87.59382599999998 41.766004000000066, -87.59335599999997 41.76508300000006, -87.59337399999998 41.764177000000075, -87.59332399999994 41.76235400000007, -87.59471999999994 41.76234500000004, -87.59512999999998 41.760556000000065, -87.59552299999996 41.75869600000004, -87.59561399999996 41.75869600000004, -87.59808599999997 41.75865200000004, -87.60172599999999 41.75862200000006, -87.60293699999994 41.758609000000035, -87.60539099999994 41.75858000000005, -87.60548899999998 41.762230000000045, -87.60552699999994 41.763978000000066, -87.60557399999999 41.765873000000056, -87.60558599999996 41.765881000000036, -87.60563899999994 41.76748900000007, -87.60566199999994 41.76850100000007, -87.60572699999994 41.771322000000055, -87.60576899999995 41.77314100000007))"
1307,IL,Cook,17031841900,0.4471,0.016,0.6827,0.9503,17.4,11.4,19.5,0.4,"POLYGON ((-87.65187399999996 41.87660100000005, -87.64953799999995 41.87663700000007, -87.64895099999995 41.87664700000005, -87.64720199999994 41.87667200000004, -87.64570299999997 41.87669200000005, -87.64395999999994 41.87671500000005, -87.63737699999996 41.87679900000006, -87.63617099999999 41.874903000000074, -87.63603499999994 41.87444800000003, -87.63548899999995 41.87202000000008, -87.63478999999995 41.867364000000066, -87.63450199999994 41.85993400000007, -87.63448499999998 41.85907300000008, -87.63513099999994 41.857759000000044, -87.63515699999994 41.85768500000006, -87.63893599999994 41.857665000000054, -87.63901399999997 41.860018000000025, -87.64193999999998 41.859984000000054, -87.64446799999996 41.85995400000007, -87.64670599999994 41.85991100000007, -87.64767299999994 41.859898000000044, -87.65082199999995 41.859853000000044, -87.65089299999994 41.86228100000005, -87.65093699999994 41.86349900000005, -87.65104599999995 41.867087000000026, -87.65112399999998 41.86950800000005, -87.65124699999996 41.87267500000007, -87.65166799999997 41.87306700000005, -87.65180799999996 41.87431500000008, -87.65187399999996 41.87660100000005))"
1308,IL,Cook,17031842000,0.6537,0.107,0.7704,0.923,32.1,8.7,22.7,0.0,"POLYGON ((-87.62978399999997 41.838280000000054, -87.62677299999996 41.83830100000006, -87.62603199999995 41.838310000000035, -87.62344299999995 41.83834500000006, -87.62267899999995 41.83835400000004, -87.62192499999998 41.83836500000007, -87.62063599999999 41.83838100000003, -87.61826899999994 41.83840900000007, -87.61822899999999 41.836583000000076, -87.61944399999999 41.83656800000006, -87.62062299999997 41.836554000000035, -87.62187899999998 41.836497000000065, -87.62183999999996 41.834718000000066, -87.62180099999995 41.83290200000005, -87.62254599999994 41.83289300000007, -87.62250599999999 41.83105200000006, -87.62325699999997 41.83104400000008, -87.62497599999995 41.831026000000065, -87.62588299999999 41.83102000000008, -87.62664399999994 41.83101400000004, -87.62899599999997 41.83097500000008, -87.62959399999994 41.830970000000036, -87.62968399999994 41.834625000000074, -87.62978399999997 41.838280000000054))"
1309,IL,Cook,17031842100,0.9686,0.9011,0.9682,0.5896,52.1,44.6,0.4,0.0,"POLYGON ((-87.74125899999996 41.902431000000036, -87.73614599999996 41.902513000000056, -87.73368299999998 41.902554000000066, -87.73122499999994 41.90259200000003, -87.73060099999998 41.902603000000056, -87.72876399999996 41.90263300000004, -87.72752999999994 41.902652000000046, -87.72630299999997 41.902671000000055, -87.72624899999994 41.900847000000056, -87.72619299999997 41.899020000000064, -87.72613999999999 41.89720100000005, -87.72607999999997 41.895368000000076, -87.72602899999998 41.89353300000005, -87.72597199999996 41.89169400000003, -87.72587799999997 41.88833400000004, -87.72587299999998 41.88795700000003, -87.73078599999997 41.88794400000006, -87.73571399999997 41.88787800000006, -87.74061299999994 41.887808000000064, -87.74120299999998 41.89509300000003, -87.74151799999999 41.902427000000046, -87.74125899999996 41.902431000000036))"
1310,IL,Cook,17031842200,0.2083,0.157,0.5853,0.8129,13.3,7.0,9.8,0.0,"POLYGON ((-87.65792299999998 41.907196000000056, -87.65687299999996 41.91078500000003, -87.65591199999994 41.91079400000007, -87.65310699999998 41.910840000000064, -87.65110599999997 41.910874000000035, -87.64950099999999 41.91090000000003, -87.64827199999996 41.91092000000003, -87.64707599999997 41.91093700000005, -87.64624999999995 41.91095000000007, -87.64535599999994 41.91096300000004, -87.64435599999996 41.910987000000034, -87.64343099999996 41.91101800000007, -87.64341299999995 41.91042700000003, -87.64337799999998 41.90917700000006, -87.64329899999996 41.90644700000007, -87.64321999999999 41.90371600000003, -87.64309199999997 41.90041300000007, -87.64305399999995 41.89945300000005, -87.64292899999998 41.896476000000064, -87.64413899999994 41.89645600000006, -87.64471299999997 41.897497000000044, -87.64783199999994 41.898041000000035, -87.65125999999998 41.899722000000054, -87.65511799999996 41.90064600000005, -87.65736399999997 41.90350200000006, -87.65801099999999 41.90414700000008, -87.65792299999998 41.907196000000056))"
1311,IL,Cook,17031842300,0.234,0.0046,0.5089,0.8654,14.4,9.4,6.7,0.0,"POLYGON ((-87.66780199999994 41.914329000000066, -87.66747599999997 41.91434700000008, -87.66582499999998 41.91462400000006, -87.66523199999995 41.91486000000003, -87.66359999999997 41.915590000000066, -87.66085999999996 41.915966000000026, -87.65844499999997 41.914465000000064, -87.65687299999996 41.91078500000003, -87.65792299999998 41.907196000000056, -87.65801099999999 41.90414700000008, -87.65736399999997 41.90350200000006, -87.65511799999996 41.90064600000005, -87.65125999999998 41.899722000000054, -87.64783199999994 41.898041000000035, -87.64471299999997 41.897497000000044, -87.64413899999994 41.89645600000006, -87.64410199999998 41.89549600000004, -87.64388599999995 41.89400000000006, -87.64195999999998 41.89253800000006, -87.64103499999999 41.89142400000003, -87.63935599999996 41.88908100000003, -87.64110599999998 41.88907000000006, -87.64139199999994 41.889058000000034, -87.64287399999995 41.88904900000006, -87.64433399999996 41.88903400000004, -87.64762199999996 41.88904900000006, -87.64762599999995 41.891181000000074, -87.64774499999999 41.89639900000003, -87.64892499999996 41.89637700000003, -87.65750999999995 41.896228000000065, -87.65844499999997 41.89621200000005, -87.65947099999994 41.896195000000034, -87.66240499999998 41.896150000000034, -87.66245299999997 41.897969000000046, -87.66247899999996 41.89888000000008, -87.66252999999995 41.90082300000006, -87.66258299999998 41.90152600000005, -87.66262799999998 41.90340900000007, -87.66272699999996 41.90705600000007, -87.66281199999997 41.90804600000007, -87.66437999999994 41.909519000000046, -87.66519199999999 41.91066500000005, -87.66565599999996 41.91065800000007, -87.66769199999999 41.910630000000026, -87.66775299999995 41.91284900000005, -87.66775399999995 41.912907000000075, -87.66780199999994 41.914329000000066))"
