,StateAbbr,StateDesc,CountyName,CountyFIPS,TractFIPS,BINGE_CrudePrev,CSMOKING_CrudePrev,DEPRESSION_CrudePrev,LPA_CrudePrev,SLEEP_CrudePrev,Geolocation
705,IL,Illinois,Cook,17031,17031190100,14.6,15.1,14.9,33.8,33.6,POINT (-87.74433292 41.93523716)
706,IL,Illinois,Cook,17031,17031280100,20.1,6.4,14.2,10.8,28.2,POINT (-87.64284227 41.8854278)
707,IL,Illinois,Cook,17031,17031824003,15.4,13.0,16.0,20.7,30.0,POINT (-87.98574845 41.6636071)
708,IL,Illinois,Cook,17031,17031292400,11.0,24.0,15.5,38.2,45.8,POINT (-87.72238883 41.85522072)
709,IL,Illinois,Cook,17031,17031826401,11.7,18.0,14.1,30.6,43.6,POINT (-87.59399802 41.63878712)
710,IL,Illinois,Cook,17031,17031130100,8.9,10.7,12.4,28.4,28.8,POINT (-87.72087993 41.9910505)
711,IL,Illinois,Cook,17031,17031691100,9.9,22.8,15.2,39.0,45.7,POINT (-87.62987892 41.76171308)
712,IL,Illinois,Cook,17031,17031838100,10.5,20.6,14.3,36.1,39.3,POINT (-87.67169076 41.8786875)
713,IL,Illinois,Cook,17031,17031283800,14.4,11.5,13.8,21.6,34.5,POINT (-87.6537475 41.86346831)
714,IL,Illinois,Cook,17031,17031819500,14.0,11.5,14.9,21.0,30.8,POINT (-87.8672636 41.81426499)
715,IL,Illinois,Cook,17031,17031841000,12.3,10.8,12.5,22.1,35.3,POINT (-87.62056049 41.84865677)
716,IL,Illinois,Cook,17031,17031842100,12.1,20.5,15.2,37.9,41.4,POINT (-87.73354041 41.89524877)
717,IL,Illinois,Cook,17031,17031611500,12.6,20.3,15.3,45.5,37.5,POINT (-87.67868365 41.80546083)
718,IL,Illinois,Cook,17031,17031835500,9.0,24.3,14.7,42.8,45.1,POINT (-87.6325521 41.81641107)
719,IL,Illinois,Cook,17031,17031580200,13.4,19.4,15.8,40.9,36.1,POINT (-87.69933501 41.82671731)
720,IL,Illinois,Cook,17031,17031530502,10.5,17.7,13.7,32.1,43.3,POINT (-87.62670137 41.66482286)
721,IL,Illinois,Cook,17031,17031808500,12.6,12.2,13.9,23.4,30.5,POINT (-87.77352361 42.04719541)
722,IL,Illinois,Cook,17031,17031802100,14.7,8.3,14.3,15.4,26.9,POINT (-87.81152885 42.07226091)
723,IL,Illinois,Cook,17031,17031813500,15.2,14.9,14.9,33.0,34.2,POINT (-87.77569252 41.85815609)
724,IL,Illinois,Cook,17031,17031806102,14.1,13.3,15.1,23.2,30.9,POINT (-87.90250163 42.04788242)
725,IL,Illinois,Cook,17031,17031490800,9.6,17.2,13.5,34.0,42.8,POINT (-87.61531862 41.71067891)
726,IL,Illinois,Cook,17031,17031380700,10.4,20.3,13.8,34.9,44.1,POINT (-87.62379276 41.81382839)
727,IL,Illinois,Cook,17031,17031807200,12.2,11.1,12.9,22.6,31.1,POINT (-87.72851269 42.03719133)
728,IL,Illinois,Cook,17031,17031381900,11.4,16.3,13.8,29.2,42.3,POINT (-87.61389868 41.80393252)
729,IL,Illinois,Cook,17031,17031431400,9.8,22.2,14.6,38.3,45.1,POINT (-87.55238137 41.75802058)
730,IL,Illinois,Cook,17031,17031806201,14.6,13.8,15.6,23.6,31.2,POINT (-87.88981943 42.04544843)
731,IL,Illinois,Cook,17031,17031061902,17.0,8.8,15.0,15.5,28.4,POINT (-87.63884184 41.94397822)
732,IL,Illinois,Cook,17031,17031810502,13.9,14.4,15.8,25.8,30.7,POINT (-87.81043492 41.95958344)
733,IL,Illinois,Cook,17031,17031812301,14.2,8.0,13.7,16.6,28.8,POINT (-87.79842601 41.88914028)
734,IL,Illinois,Cook,17031,17031818100,13.9,11.6,14.3,22.3,30.5,POINT (-87.87378662 41.85125512)
735,IL,Illinois,Cook,17031,17031410100,14.0,9.8,12.9,19.7,34.3,POINT (-87.58567289 41.80128668)
736,IL,Illinois,Cook,17031,17031816401,15.2,17.4,15.6,36.7,35.2,POINT (-87.86031642 41.89555326)
737,IL,Illinois,Cook,17031,17031828506,12.7,15.5,15.1,26.7,38.2,POINT (-87.54119091 41.52445283)
738,IL,Illinois,Cook,17031,17031062900,22.3,7.1,16.1,10.9,27.3,POINT (-87.65639522 41.93626918)
739,IL,Illinois,Cook,17031,17031281900,17.9,6.7,13.1,12.7,29.0,POINT (-87.64269734 41.87921332)
740,IL,Illinois,Cook,17031,17031160502,15.7,15.8,15.5,29.0,33.8,POINT (-87.71302622 41.9556004)
741,IL,Illinois,Cook,17031,17031590700,14.3,15.4,14.8,33.5,34.3,POINT (-87.66384354 41.8268444)
742,IL,Illinois,Cook,17031,17031210900,17.4,10.7,14.3,20.7,30.5,POINT (-87.69338996 41.93541328)
743,IL,Illinois,Cook,17031,17031440300,9.5,13.8,12.1,30.0,40.6,POINT (-87.61955799 41.74370545)
744,IL,Illinois,Cook,17031,17031804806,15.2,14.7,15.0,25.3,33.9,POINT (-88.13637602 42.00872201)
745,IL,Illinois,Cook,17031,17031660700,10.5,24.9,15.6,40.1,45.9,POINT (-87.68108543 41.77382389)
746,IL,Illinois,Cook,17031,17031310200,16.6,11.8,14.4,23.6,31.5,POINT (-87.6442032 41.85632973)
747,IL,Illinois,Cook,17031,17031260600,9.4,30.5,17.2,47.8,47.8,POINT (-87.73282245 41.87708958)
748,IL,Illinois,Cook,17031,17031351500,12.9,18.3,15.5,30.4,41.2,POINT (-87.62775533 41.82731736)
749,IL,Illinois,Cook,17031,17031140702,15.8,15.0,15.0,29.6,33.6,POINT (-87.71352325 41.96355578)
750,IL,Illinois,Cook,17031,17031820901,15.4,17.6,17.3,28.3,33.1,POINT (-87.77445965 41.76289339)
751,IL,Illinois,Cook,17031,17031050100,19.9,8.2,15.5,12.9,28.0,POINT (-87.67635513 41.95788614)
752,IL,Illinois,Cook,17031,17031040800,17.7,10.1,15.1,16.3,29.6,POINT (-87.69236046 41.96317841)
753,IL,Illinois,Cook,17031,17031251900,10.6,25.6,16.0,40.3,47.0,POINT (-87.76006524 41.88380373)
754,IL,Illinois,Cook,17031,17031070600,19.9,6.9,14.9,11.3,27.2,POINT (-87.66567973 41.92879244)
755,IL,Illinois,Cook,17031,17031818900,14.0,9.8,14.2,19.7,28.3,POINT (-87.86681184 41.82752173)
756,IL,Illinois,Cook,17031,17031480400,9.3,13.8,12.0,30.3,40.4,POINT (-87.57560669 41.72844179)
757,IL,Illinois,Cook,17031,17031829902,10.5,12.7,12.9,25.8,38.5,POINT (-87.72667423 41.53822111)
758,IL,Illinois,Cook,17031,17031241300,20.0,8.8,15.4,13.8,29.3,POINT (-87.68101095 41.90678197)
759,IL,Illinois,Cook,17031,17031420600,10.0,23.5,15.6,39.1,46.3,POINT (-87.61326425 41.78299754)
760,IL,Illinois,Cook,17031,17031070300,22.5,6.4,15.7,10.2,26.5,POINT (-87.65129248 41.92906548)
761,IL,Illinois,Cook,17031,17031824114,15.1,9.9,14.6,17.6,28.4,POINT (-87.87960729 41.61733759)
762,IL,Illinois,Cook,17031,17031817200,11.5,16.2,13.4,30.9,41.7,POINT (-87.85449943 41.8829694)
763,IL,Illinois,Cook,17031,17031803300,15.5,9.6,14.6,17.3,28.3,POINT (-87.98947949 42.08507191)
764,IL,Illinois,Cook,17031,17031330200,12.7,11.1,13.0,21.5,33.1,POINT (-87.63038826 41.86131401)
765,IL,Illinois,Cook,17031,17031836900,11.1,25.2,16.9,39.3,45.6,POINT (-87.70616556 41.88190425)
766,IL,Illinois,Cook,17031,17031010702,15.8,16.1,15.4,27.4,35.9,POINT (-87.67274199 42.00905206)
767,IL,Illinois,Cook,17031,17031825700,12.5,18.5,14.8,31.6,40.3,POINT (-87.54466927 41.63750278)
768,IL,Illinois,Cook,17031,17031640300,15.5,14.3,15.8,26.2,32.1,POINT (-87.77154349 41.78157609)
769,IL,Illinois,Cook,17031,17031560900,15.3,13.0,15.5,23.2,30.6,POINT (-87.79155411 41.79574358)
770,IL,Illinois,Cook,17031,17031243500,19.6,9.4,15.2,14.0,30.4,POINT (-87.65251263 41.89266452)
771,IL,Illinois,Cook,17031,17031823101,16.2,18.2,18.1,25.8,33.4,POINT (-87.79283239 41.69088053)
772,IL,Illinois,Cook,17031,17031801702,15.0,8.3,13.9,15.1,27.6,POINT (-87.82676884 42.1243734)
773,IL,Illinois,Cook,17031,17031031400,15.7,8.1,14.2,16.0,28.2,POINT (-87.64334305 41.96250901)
774,IL,Illinois,Cook,17031,17031430102,10.1,17.1,13.7,32.0,42.5,POINT (-87.56567125 41.76866033)
775,IL,Illinois,Cook,17031,17031230600,13.4,19.5,15.5,38.2,39.0,POINT (-87.73399073 41.90622703)
776,IL,Illinois,Cook,17031,17031580700,14.3,17.4,15.3,37.9,35.2,POINT (-87.68685828 41.8174899)
777,IL,Illinois,Cook,17031,17031150300,15.8,12.3,15.4,21.6,30.3,POINT (-87.76226384 41.96053157)
778,IL,Illinois,Cook,17031,17031030200,17.1,10.9,15.1,17.4,30.7,POINT (-87.66521414 41.9943793)
779,IL,Illinois,Cook,17031,17031491300,10.1,23.7,15.3,39.5,45.6,POINT (-87.62779923 41.6888936)
780,IL,Illinois,Cook,17031,17031190900,13.9,15.5,14.5,36.4,34.0,POINT (-87.74404781 41.92796291)
781,IL,Illinois,Cook,17031,17031809700,14.2,11.7,14.1,21.8,33.7,POINT (-87.69994788 42.0374661)
782,IL,Illinois,Cook,17031,17031460400,10.2,17.5,13.6,32.9,43.0,POINT (-87.56369185 41.74450031)
783,IL,Illinois,Cook,17031,17031815900,14.3,12.1,14.4,21.3,34.1,POINT (-87.80967068 41.88319855)
784,IL,Illinois,Cook,17031,17031805109,13.4,11.8,14.8,21.4,29.2,POINT (-87.97609362 42.05505678)
785,IL,Illinois,Cook,17031,17031810900,15.6,14.7,16.4,24.9,32.1,POINT (-87.81002647 41.91657098)
786,IL,Illinois,Cook,17031,17031812700,13.9,11.0,15.0,20.0,31.7,POINT (-87.78944163 41.88341596)
787,IL,Illinois,Cook,17031,17031221300,17.9,12.7,15.6,22.6,31.9,POINT (-87.69973006 41.92114774)
788,IL,Illinois,Cook,17031,17031822801,14.8,12.0,15.7,21.4,30.3,POINT (-87.73818533 41.69539133)
789,IL,Illinois,Cook,17031,17031826000,13.0,22.7,16.4,36.9,42.3,POINT (-87.53225763 41.62372807)
790,IL,Illinois,Cook,17031,17031271300,9.9,27.6,16.9,43.5,47.2,POINT (-87.70846629 41.87731686)
791,IL,Illinois,Cook,17031,17031090100,14.6,11.4,15.3,20.2,29.1,POINT (-87.8136364 42.01525866)
792,IL,Illinois,Cook,17031,17031838700,10.4,26.4,16.6,41.8,46.8,POINT (-87.72018575 41.86256625)
793,IL,Illinois,Cook,17031,17031834500,11.6,22.1,15.8,34.8,46.1,POINT (-87.62462086 41.78805542)
794,IL,Illinois,Cook,17031,17031806801,10.8,11.3,12.9,25.3,30.1,POINT (-87.73950159 42.05629589)
795,IL,Illinois,Cook,17031,17031826902,9.7,24.6,15.2,41.9,46.1,POINT (-87.6640496 41.61490587)
796,IL,Illinois,Cook,17031,17031171100,15.5,13.3,15.5,24.6,31.4,POINT (-87.78125156 41.94206799)
797,IL,Illinois,Cook,17031,17031815000,14.9,13.4,14.4,29.4,33.3,POINT (-87.78450817 41.85542644)
798,IL,Illinois,Cook,17031,17031827901,9.6,12.5,11.9,28.0,37.7,POINT (-87.57209417 41.5871621)
799,IL,Illinois,Cook,17031,17031829700,11.9,19.6,15.1,33.4,41.4,POINT (-87.59737212 41.49487553)
800,IL,Illinois,Cook,17031,17031530200,10.4,22.2,15.2,37.3,45.0,POINT (-87.63244338 41.68155537)
801,IL,Illinois,Cook,17031,17031842500,9.9,29.1,19.1,44.6,48.4,POINT (-87.62321878 41.77695163)
802,IL,Illinois,Cook,17031,17031828900,14.2,17.4,15.4,33.1,37.5,POINT (-87.63495653 41.51616627)
803,IL,Illinois,Cook,17031,17031830400,13.3,15.6,15.6,26.1,36.8,POINT (-87.69182334 41.47486854)
804,IL,Illinois,Cook,17031,17031806501,13.8,14.2,13.8,28.9,33.2,POINT (-87.89102614 42.01578489)
805,IL,Illinois,Cook,17031,17031803702,15.8,9.4,14.3,16.8,28.4,POINT (-88.05411786 42.10567465)
806,IL,Illinois,Cook,17031,17031410800,14.0,9.4,13.4,19.7,32.6,POINT (-87.58965003 41.79796425)
807,IL,Illinois,Cook,17031,17031832100,19.8,9.1,15.5,14.5,30.0,POINT (-87.65322208 41.95284147)
808,IL,Illinois,Cook,17031,17031804810,13.7,12.3,14.7,22.3,30.8,POINT (-88.08298392 42.01616)
809,IL,Illinois,Cook,17031,17031804403,14.6,13.5,15.0,23.9,32.3,POINT (-88.24258388 42.0519725)
810,IL,Illinois,Cook,17031,17031611900,11.1,28.5,16.5,44.5,46.4,POINT (-87.65977678 41.79777317)
811,IL,Illinois,Cook,17031,17031820400,13.6,19.2,15.9,38.6,36.9,POINT (-87.8125254 41.78208877)
812,IL,Illinois,Cook,17031,17031252201,9.7,20.0,13.9,37.2,43.5,POINT (-87.75206631 41.87666373)
813,IL,Illinois,Cook,17031,17031770800,16.6,15.8,16.4,24.7,32.7,POINT (-87.86629134 41.96320514)
814,IL,Illinois,Cook,17031,17031831100,15.2,15.8,15.7,30.0,33.4,POINT (-87.71747277 41.94286836)
815,IL,Illinois,Cook,17031,17031821101,14.7,17.3,16.8,29.1,33.1,POINT (-87.76217886 41.73830993)
816,IL,Illinois,Cook,17031,17031815500,15.0,13.9,15.2,28.4,32.7,POINT (-87.78775497 41.82515628)
817,IL,Illinois,Cook,17031,17031813100,15.5,10.1,14.4,17.5,32.4,POINT (-87.78158087 41.86902008)
818,IL,Illinois,Cook,17031,17031824105,15.3,11.5,15.7,19.2,29.4,POINT (-87.83752273 41.63784318)
819,IL,Illinois,Cook,17031,17031802609,16.3,14.5,15.2,24.7,33.3,POINT (-87.89987418 42.10538937)
820,IL,Illinois,Cook,17031,17031301701,14.4,18.7,15.5,42.5,36.0,POINT (-87.71962903 41.84247396)
821,IL,Illinois,Cook,17031,17031170600,15.0,14.4,16.0,24.1,31.2,POINT (-87.83066866 41.9412871)
822,IL,Illinois,Cook,17031,17031040401,17.8,8.6,14.4,15.0,28.5,POINT (-87.68604448 41.97213909)
823,IL,Illinois,Cook,17031,17031822601,14.8,12.6,15.5,22.2,29.8,POINT (-87.75373373 41.7089526)
824,IL,Illinois,Cook,17031,17031210601,15.9,12.0,14.3,26.0,31.5,POINT (-87.71218874 41.93764566)
825,IL,Illinois,Cook,17031,17031802504,14.7,12.7,14.5,24.8,31.3,POINT (-87.93673411 42.13276172)
826,IL,Illinois,Cook,17031,17031261000,10.1,23.9,15.2,40.2,46.2,POINT (-87.73199883 41.87132715)
827,IL,Illinois,Cook,17031,17031681300,10.0,25.8,16.1,41.9,47.0,POINT (-87.63990329 41.76118061)
828,IL,Illinois,Cook,17031,17031711300,10.5,17.6,14.2,32.1,43.0,POINT (-87.66739704 41.73350954)
829,IL,Illinois,Cook,17031,17031843900,9.9,18.1,14.0,33.2,42.4,POINT (-87.57958252 41.77621437)
830,IL,Illinois,Cook,17031,17031210400,14.8,14.9,15.0,32.4,33.3,POINT (-87.73029931 41.93576508)
831,IL,Illinois,Cook,17031,17031242300,20.4,8.4,15.4,13.2,28.4,POINT (-87.67963048 41.89952134)
832,IL,Illinois,Cook,17031,17031817600,12.1,18.1,14.1,31.6,42.6,POINT (-87.8384187 41.87007844)
833,IL,Illinois,Cook,17031,17031320100,16.2,6.4,13.1,13.5,27.7,POINT (-87.62098791 41.88513352)
834,IL,Illinois,Cook,17031,17031560200,10.4,16.8,13.0,34.3,41.3,POINT (-87.74780093 41.81134082)
835,IL,Illinois,Cook,17031,17031670200,10.4,25.5,15.5,41.6,46.3,POINT (-87.66201422 41.79044992)
836,IL,Illinois,Cook,17031,17031150502,15.0,13.8,15.7,24.3,31.8,POINT (-87.78181216 41.95678023)
837,IL,Illinois,Cook,17031,17031837400,11.4,23.9,15.5,37.5,44.9,POINT (-87.69380363 41.87597928)
838,IL,Illinois,Cook,17031,17031825900,12.4,18.9,15.1,33.4,40.0,POINT (-87.54246322 41.62161728)
839,IL,Illinois,Cook,17031,17031750300,16.9,10.2,15.2,16.3,29.4,POINT (-87.68610237 41.69538058)
840,IL,Illinois,Cook,17031,17031430500,9.5,26.7,16.5,43.1,47.4,POINT (-87.58127814 41.76431697)
841,IL,Illinois,Cook,17031,17031620400,15.4,13.0,14.3,31.2,32.9,POINT (-87.71812118 41.78966547)
842,IL,Illinois,Cook,17031,17031805600,15.6,8.6,14.5,15.1,27.1,POINT (-87.83100869 42.00252532)
843,IL,Illinois,Cook,17031,17031825304,15.6,14.1,16.6,22.3,31.3,POINT (-87.80393758 41.5735919)
844,IL,Illinois,Cook,17031,17031420200,11.5,19.1,15.0,31.7,41.2,POINT (-87.59352232 41.783407)
845,IL,Illinois,Cook,17031,17031801606,11.8,7.6,12.5,17.8,26.4,POINT (-87.86857117 42.11652703)
846,IL,Illinois,Cook,17031,17031010100,13.8,16.4,15.6,26.2,37.5,POINT (-87.66971523 42.02122947)
847,IL,Illinois,Cook,17031,17031071600,17.5,8.2,15.1,14.1,28.0,POINT (-87.64116413 41.91646964)
848,IL,Illinois,Cook,17031,17031050800,19.9,8.8,15.4,13.3,29.0,POINT (-87.6809056 41.94502633)
849,IL,Illinois,Cook,17031,17031460100,10.9,20.8,14.9,37.1,42.6,POINT (-87.53993478 41.74310056)
850,IL,Illinois,Cook,17031,17031061100,24.1,6.5,15.6,9.8,26.4,POINT (-87.65677508 41.94915954)
851,IL,Illinois,Cook,17031,17031823002,16.1,17.3,17.5,25.5,33.1,POINT (-87.76942665 41.69604321)
852,IL,Illinois,Cook,17031,17031814300,14.2,17.6,15.8,38.9,35.2,POINT (-87.75824295 41.83419854)
853,IL,Illinois,Cook,17031,17031230300,15.1,16.2,15.3,36.4,35.2,POINT (-87.7149813 41.91183188)
854,IL,Illinois,Cook,17031,17031836800,9.7,32.1,17.4,48.4,47.9,POINT (-87.7138686 41.88508446)
855,IL,Illinois,Cook,17031,17031821402,11.2,15.9,13.3,29.3,42.2,POINT (-87.65216677 41.66228143)
856,IL,Illinois,Cook,17031,17031070101,16.3,7.4,15.3,14.6,27.0,POINT (-87.63593279 41.9292809)
857,IL,Illinois,Cook,17031,17031805001,14.0,9.3,14.0,17.7,27.6,POINT (-87.95125913 42.05643182)
858,IL,Illinois,Cook,17031,17031730500,9.5,17.4,13.1,34.8,42.7,POINT (-87.63818025 41.71429289)
859,IL,Illinois,Cook,17031,17031700302,14.0,14.7,15.3,29.3,33.6,POINT (-87.73131453 41.73838212)
860,IL,Illinois,Cook,17031,17031815600,14.1,12.6,14.9,24.2,30.8,POINT (-87.8239763 41.8450025)
861,IL,Illinois,Cook,17031,17031834900,9.0,28.5,16.4,46.9,46.8,POINT (-87.65675037 41.77230292)
862,IL,Illinois,Cook,17031,17031811301,14.9,16.0,15.7,30.2,33.6,POINT (-87.88329889 41.91598983)
863,IL,Illinois,Cook,17031,17031220500,18.9,8.8,14.8,15.9,29.1,POINT (-87.70489668 41.92840938)
864,IL,Illinois,Cook,17031,17031834000,10.6,19.5,14.6,34.5,44.3,POINT (-87.62954941 41.727622)
865,IL,Illinois,Cook,17031,17031081600,19.4,6.7,14.2,11.8,27.7,POINT (-87.62885976 41.89207723)
866,IL,Illinois,Cook,17031,17031805502,14.1,8.8,14.6,16.8,27.0,POINT (-87.82402117 42.01720778)
867,IL,Illinois,Cook,17031,17031710100,10.1,27.7,15.5,43.3,47.7,POINT (-87.64198046 41.75339206)
868,IL,Illinois,Cook,17031,17031240200,19.1,8.6,14.6,14.5,28.3,POINT (-87.67014231 41.91245421)
869,IL,Illinois,Cook,17031,17031824006,15.2,11.6,15.5,19.0,29.3,POINT (-87.95210364 41.65291689)
870,IL,Illinois,Cook,17031,17031829401,10.7,21.5,14.8,38.0,44.1,POINT (-87.65976839 41.49695519)
871,IL,Illinois,Cook,17031,17031815400,14.3,14.9,15.8,27.1,32.3,POINT (-87.79617462 41.83135337)
872,IL,Illinois,Cook,17031,17031161200,15.4,13.6,14.4,27.8,32.4,POINT (-87.7385267 41.94256681)
873,IL,Illinois,Cook,17031,17031828201,14.2,14.0,15.1,23.8,35.0,POINT (-87.56810831 41.57065788)
874,IL,Illinois,Cook,17031,17031827500,12.4,21.5,15.6,38.7,41.2,POINT (-87.6384605 41.59248003)
875,IL,Illinois,Cook,17031,17031830100,12.3,14.5,14.0,25.9,38.4,POINT (-87.68778225 41.50239228)
876,IL,Illinois,Cook,17031,17031809400,14.6,9.1,14.2,18.8,29.2,POINT (-87.67827944 42.04612327)
877,IL,Illinois,Cook,17031,17031151001,15.4,12.9,14.8,27.0,32.0,POINT (-87.754335 41.94240496)
878,IL,Illinois,Cook,17031,17031804000,15.5,12.3,15.5,21.1,30.0,POINT (-88.01800306 42.07273605)
879,IL,Illinois,Cook,17031,17031800200,14.3,7.2,13.6,14.3,26.3,POINT (-87.77048193 42.13511868)
880,IL,Illinois,Cook,17031,17031831700,15.4,14.0,15.2,26.4,32.4,POINT (-87.74524085 41.95263586)
881,IL,Illinois,Cook,17031,17031260300,10.1,26.7,16.0,43.0,46.6,POINT (-87.73307141 41.88419595)
882,IL,Illinois,Cook,17031,17031820104,14.9,12.3,15.4,21.2,30.0,POINT (-87.87711947 41.78213693)
883,IL,Illinois,Cook,17031,17031110200,14.8,11.9,14.9,21.9,30.1,POINT (-87.77348712 41.98004511)
884,IL,Illinois,Cook,17031,17031831500,15.1,15.5,15.7,29.8,33.9,POINT (-87.78800441 41.92760841)
885,IL,Illinois,Cook,17031,17031032100,17.8,11.7,15.6,18.9,31.5,POINT (-87.65299362 41.95817697)
886,IL,Illinois,Cook,17031,17031411200,14.5,7.8,14.1,16.3,28.3,POINT (-87.59400499 41.79050478)
887,IL,Illinois,Cook,17031,17031841300,15.9,12.0,14.1,28.1,31.8,POINT (-87.68300532 41.84411366)
888,IL,Illinois,Cook,17031,17031802801,15.0,9.2,14.4,17.2,27.8,POINT (-87.95663177 42.08279178)
889,IL,Illinois,Cook,17031,17031804712,15.5,10.9,14.4,18.7,30.7,POINT (-88.1275717 42.03588176)
890,IL,Illinois,Cook,17031,17031823704,14.9,14.8,16.5,24.1,31.2,POINT (-87.83916928 41.7266433)
891,IL,Illinois,Cook,17031,17031822301,15.1,17.8,17.5,27.3,32.9,POINT (-87.77120889 41.72988772)
892,IL,Illinois,Cook,17031,17031812801,14.7,10.4,14.4,19.0,31.5,POINT (-87.80237982 41.88320528)
893,IL,Illinois,Cook,17031,17031802607,14.7,10.6,14.6,18.4,28.6,POINT (-87.93197273 42.09887529)
894,IL,Illinois,Cook,17031,17031760801,16.4,12.3,15.2,19.5,31.6,POINT (-87.84468817 41.98347247)
895,IL,Illinois,Cook,17031,17031171000,15.5,13.8,15.8,23.6,31.2,POINT (-87.79648894 41.94181678)
896,IL,Illinois,Cook,17031,17031807300,11.8,11.9,13.2,24.2,31.4,POINT (-87.75489098 42.0337531)
897,IL,Illinois,Cook,17031,17031030702,13.7,9.2,12.6,18.7,30.1,POINT (-87.65454649 41.98044027)
898,IL,Illinois,Cook,17031,17031824702,15.2,18.6,17.1,28.7,35.5,POINT (-87.70851823 41.62192096)
899,IL,Illinois,Cook,17031,17031031900,18.3,10.8,16.1,16.3,30.4,POINT (-87.67016285 41.96339252)
900,IL,Illinois,Cook,17031,17031824113,14.9,13.1,16.0,20.9,30.3,POINT (-87.90167923 41.62231555)
901,IL,Illinois,Cook,17031,17031812000,13.8,7.0,13.6,14.9,26.9,POINT (-87.81990084 41.88765825)
902,IL,Illinois,Cook,17031,17031252102,10.7,19.9,14.3,34.9,44.6,POINT (-87.7597683 41.87658039)
903,IL,Illinois,Cook,17031,17031671400,10.5,23.4,14.8,39.7,45.5,POINT (-87.67623876 41.77379827)
904,IL,Illinois,Cook,17031,17031804611,14.5,10.7,14.6,18.7,29.4,POINT (-88.06778184 42.01881807)
905,IL,Illinois,Cook,17031,17031803012,15.6,11.2,15.2,18.7,30.4,POINT (-87.9951913 42.14329014)
906,IL,Illinois,Cook,17031,17031819802,14.0,8.2,14.2,16.3,26.6,POINT (-87.89489118 41.79721011)
907,IL,Illinois,Cook,17031,17031100500,14.5,12.2,15.4,21.1,29.7,POINT (-87.81993431 41.97803928)
908,IL,Illinois,Cook,17031,17031510100,13.0,16.5,15.2,38.6,34.4,POINT (-87.54992286 41.71314493)
909,IL,Illinois,Cook,17031,17031081401,13.2,6.5,13.1,16.0,26.6,POINT (-87.61974113 41.89506042)
910,IL,Illinois,Cook,17031,17031351400,9.2,24.4,16.0,41.3,45.8,POINT (-87.62409621 41.8274037)
911,IL,Illinois,Cook,17031,17031051300,20.1,7.2,14.8,11.7,27.8,POINT (-87.67582999 41.9360217)
912,IL,Illinois,Cook,17031,17031804508,15.5,16.9,16.0,28.5,35.0,POINT (-88.18014652 42.00731249)
913,IL,Illinois,Cook,17031,17031825302,16.5,14.0,16.4,21.0,31.9,POINT (-87.7573319 41.5811544)
914,IL,Illinois,Cook,17031,17031222700,16.4,13.7,14.7,27.2,33.6,POINT (-87.71018929 41.91551391)
915,IL,Illinois,Cook,17031,17031740300,18.0,11.2,15.7,16.8,29.5,POINT (-87.7107294 41.69506581)
916,IL,Illinois,Cook,17031,17031670600,10.6,22.8,14.7,39.0,45.5,POINT (-87.67156256 41.78300325)
917,IL,Illinois,Cook,17031,17031836100,11.2,22.7,15.7,36.2,45.5,POINT (-87.61865492 41.79985876)
918,IL,Illinois,Cook,17031,17031820800,15.6,15.1,16.1,27.1,32.5,POINT (-87.77594279 41.80648774)
919,IL,Illinois,Cook,17031,17031825504,12.2,16.0,13.8,27.8,42.0,POINT (-87.704006 41.56442061)
920,IL,Illinois,Cook,17031,17031730201,9.8,18.2,13.9,34.4,43.5,POINT (-87.65788971 41.72683903)
921,IL,Illinois,Cook,17031,17031020701,12.6,11.5,13.4,22.7,30.6,POINT (-87.70372364 41.98688129)
922,IL,Illinois,Cook,17031,17031540101,10.1,30.7,18.9,44.7,49.3,POINT (-87.59970894 41.65018817)
923,IL,Illinois,Cook,17031,17031660800,12.3,21.9,15.8,38.1,42.3,POINT (-87.69322009 41.77360665)
924,IL,Illinois,Cook,17031,17031841800,10.5,19.6,14.4,34.6,44.2,POINT (-87.59938517 41.76628736)
925,IL,Illinois,Cook,17031,17031400300,11.4,21.7,15.3,34.4,45.6,POINT (-87.61316825 41.79314226)
926,IL,Illinois,Cook,17031,17031190402,14.6,15.9,15.6,32.3,33.6,POINT (-87.77120048 41.93486805)
927,IL,Illinois,Cook,17031,17031814700,15.0,14.3,14.9,29.1,33.2,POINT (-87.79755821 41.86146001)
928,IL,Illinois,Cook,17031,17031801500,11.9,8.3,13.0,18.9,26.6,POINT (-87.81411096 42.14051265)
929,IL,Illinois,Cook,17031,17031839800,13.4,12.5,13.6,25.0,31.7,POINT (-87.64316457 41.83509699)
930,IL,Illinois,Cook,17031,17031821900,15.0,12.5,15.5,21.8,31.4,POINT (-87.69702979 41.71221801)
931,IL,Illinois,Cook,17031,17031833000,19.6,8.5,14.6,12.8,30.1,POINT (-87.65724455 41.88528302)
932,IL,Illinois,Cook,17031,17031600700,12.3,14.5,12.9,29.5,34.2,POINT (-87.66052947 41.84071719)
933,IL,Illinois,Cook,17031,17031691500,9.3,24.6,15.6,42.3,46.1,POINT (-87.60029436 41.7550613)
934,IL,Illinois,Cook,17031,17031826202,11.8,20.1,15.7,33.8,40.5,POINT (-87.53627428 41.59307691)
935,IL,Illinois,Cook,17031,17031823806,15.4,16.7,16.9,25.8,32.6,POINT (-87.80594121 41.68807626)
